wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
brick,2,5.0,67.0,8.0,55.737345,37.65876,17500000,3175.0,121.0
monolith,3,14.0,67.0,8.0,55.75461800000001,37.582682,17900000,2084.0,277.0
brick,5,7.0,66.0,3.3,55.77629399999999,37.672163,18300000,4450.0,53.0
brick,7,15.0,66.4,8.4,55.731075,37.633985,18800000,2620.0,154.0
monolith,10,19.0,67.1,14.5,55.774548,37.641566,18788000,2975.0,33.0
brick,2,12.0,69.0,7.2,55.748665,37.57687,21000000,2464.0,261.0
brick,5,7.0,68.0,15.0,55.754198,37.598645,45000000,1088.0,282.0
brick,7,8.0,69.2,7.2,55.782198,37.670645,12500000,4805.0,46.0
brick,2,8.0,69.0,9.0,55.755783,37.567985,20800000,3016.0,278.0
brick,5,12.0,69.0,9.0,55.734648,37.658248,22000000,3316.0,126.0
monolith,2,10.0,68.8,22.0,55.75190300000001,37.664069,28800000,3044.0,91.0
stalin,5,8.0,69.2,8.8,55.75849300000001,37.613198,39000000,717.0,348.0
brick,1,6.0,68.0,5.5,55.737633,37.67422,18500000,4023.0,114.0
brick,7,7.0,70.0,6.0,55.788054,37.635979,18500000,4192.0,18.0
monolith,5,10.0,68.3,14.0,55.77517,37.674022,28754300,4471.0,55.0
stalin,4,8.0,70.0,8.0,55.742215,37.585035,35900000,2218.0,240.0
monolith,3,6.0,68.0,15.0,55.744774,37.659865,69200000,2900.0,107.0
monolith,3,14.0,72.0,20.0,55.766111,37.567869,27950000,3373.0,297.0
brick,5,12.0,72.0,6.4,55.74711,37.642815,38000000,1800.0,108.0
monolithBrick,5,25.0,70.0,12.0,55.756401,37.53706500000001,23900000,4953.0,275.0
brick,3,6.0,70.0,12.0,55.77324100000001,37.603657,24900000,2460.0,342.0
brick,7,12.0,72.0,15.0,55.72214200000001,37.618569,49500000,3352.0,177.0
brick,1,5.0,71.2,6.0,55.773682,37.583436,17950000,3130.0,320.0
brick,1,3.0,70.3,7.0,55.741247,37.637425,20500000,1835.0,132.0
brick,8,8.0,72.0,7.8,55.771646,37.584469,20400000,2917.0,318.0
monolith,6,17.0,72.71,12.1,55.761644,37.550567,52500000,4216.0,284.0
stalin,3,6.0,70.4,7.1,55.742889,37.663422,25000000,3177.0,109.0
brick,1,5.0,72.1,7.0,55.77856800000001,37.643965,15499999,3433.0,31.0
panel,3,22.0,72.5,9.8,55.745473,37.67784,19000000,3980.0,101.0
stalin,7,7.0,70.0,8.0,55.777616,37.66097,20000000,4015.0,45.0
brick,3,14.0,70.5,8.0,55.779428,37.639222,20500000,3375.0,26.0
stalin,2,5.0,72.1,8.3,55.7242,37.57554,20500000,4006.0,219.0
stalin,2,8.0,71.0,7.5,55.773596,37.590506,23600000,2856.0,327.0
brick,3,6.0,70.4,7.1,55.742889,37.663422,25000000,3177.0,109.0
brick,5,5.0,71.0,8.0,55.750722,37.582412,25870000,2090.0,265.0
brick,4,8.0,72.6,27.9,55.773596,37.590506,26000000,2856.0,327.0
brick,4,7.0,72.9,9.8,55.76174,37.608311,29500000,1157.0,337.0
stalin,5,7.0,72.8,7.8,55.764784,37.621004,30000000,1442.0,14.0
brick,2,4.0,71.0,7.0,55.765721,37.617518,32350000,1510.0,5.0
brick,1,2.0,72.0,11.0,55.744444,37.599408,33000000,1334.0,230.0
monolith,6,17.0,72.71,12.1,55.761644,37.550567,52450000,4216.0,284.0
monolith,3,10.0,74.0,20.0,55.764101,37.66044,20990000,3111.0,65.0
brick,3,6.0,73.0,6.0,55.754086,37.652661,23000000,2337.0,85.0
brick,11,14.0,73.5,9.5,55.738155000000006,37.628604,28000000,1764.0,152.0
brick,9,14.0,73.1,10.0,55.78871700000001,37.629888,18500000,4163.0,12.0
brick,2,4.0,73.0,10.0,55.781286,37.600388,18500000,3376.0,344.0
brick,4,5.0,74.0,12.0,55.773682,37.583436,19500000,3130.0,320.0
brick,5,5.0,74.0,12.1,55.73054200000001,37.563413,19500000,4069.0,234.0
panel,1,16.0,74.0,11.0,55.776451,37.644252,20000000,3244.0,34.0
brick,3,5.0,74.0,9.2,55.772451,37.594755,21500000,2607.0,330.0
brick,2,6.0,74.0,8.0,55.775064,37.59666,23900000,2810.0,335.0
brick,2,5.0,73.4,8.4,55.76286500000001,37.654071,25000000,2691.0,64.0
brick,9,15.0,74.2,8.0,55.779034,37.615893,26000000,2988.0,0.0
brick,8,12.0,73.0,10.5,55.735839,37.612551,59500000,1832.0,186.0
brick,5,5.0,73.6,6.0,55.767347,37.652634,16500000,2872.0,54.0
panel,7,17.0,74.4,12.5,55.74304100000001,37.687659,19400000,4639.0,103.0
brick,6,17.0,74.0,8.0,55.774659,37.68213400000001,20900000,4868.0,59.0
brick,7,10.0,73.0,9.0,55.736422,37.651735,24900000,2870.0,128.0
brick,8,16.0,75.0,9.0,55.78115,37.667087,26400000,4564.0,45.0
brick,9,9.0,75.0,9.0,55.736422,37.651735,27800000,2870.0,128.0
brick,6,10.0,74.3,11.5,55.75060600000001,37.580355,29700000,2220.0,265.0
brick,8,14.0,75.0,7.0,55.745787,37.642743,34000000,1848.0,113.0
monolith,2,7.0,75.0,15.0,55.740036,37.641261,35000000,2105.0,130.0
stalin,13,14.0,74.0,8.3,55.720778,37.582897,40000000,4057.0,210.0
brick,5,14.0,73.0,17.0,55.72214200000001,37.618569,39990000,3352.0,177.0
brick,1,5.0,76.0,7.5,55.772856,37.596884,20999000,2583.0,333.0
brick,12,14.0,77.2,10.4,55.721447,37.626241,25500000,3489.0,169.0
brick,1,8.0,76.2,6.0,55.739666,37.590668,22000000,2097.0,228.0
monolithBrick,7,21.0,75.0,13.0,55.761629000000006,37.548151,31000000,4363.0,284.0
monolith,10,12.0,76.2,11.4,55.725164,37.574525,50200000,3965.0,221.0
monolith,3,5.0,77.0,11.0,55.774958,37.672971,29950000,4403.0,55.0
monolith,8,21.0,77.73,14.0,55.761771,37.549184,35950000,4304.0,284.0
stalin,5,7.0,76.0,14.0,55.71836999999999,37.581325,48000000,4339.0,210.0
brick,4,8.0,77.0,13.0,55.73250899999999,37.636841,27490000,2566.0,149.0
stalin,5,5.0,76.7,9.0,55.785068,37.639626,16800000,3958.0,22.0
panel,15,17.0,77.4,9.7,55.730735,37.668606,16920000,4098.0,126.0
stalin,2,5.0,77.2,8.2,55.73112,37.564635,19990000,3969.0,234.0
brick,3,5.0,76.0,12.0,55.73112,37.564635,21000000,3969.0,234.0
brick,11,11.0,77.0,9.0,55.721234,37.576816,25000000,4222.0,215.0
brick,1,4.0,75.6,10.0,55.755424,37.639006,26000000,1513.0,76.0
brick,9,15.0,75.4,7.0,55.779034,37.615893,26000000,2988.0,0.0
monolith,8,21.0,77.73,14.0,55.761771,37.549184,37000000,4304.0,284.0
stalin,9,12.0,76.1,10.5,55.740887,37.650621,38500000,2534.0,120.0
brick,3,5.0,75.5,10.0,55.791395,37.62864,13900000,4440.0,11.0
brick,7,7.0,76.6,8.8,55.780502,37.668956,14990000,4598.0,47.0
monolith,4,29.0,76.0,14.0,55.754983,37.525217,15910000,5684.0,273.0
brick,3,5.0,75.5,9.0,55.790686,37.592581,17300000,4522.0,341.0
brick,3,8.0,75.6,10.9,55.755267,37.657808,17900000,2672.0,83.0
brick,8,8.0,75.0,9.0,55.765255,37.653837,21900000,2806.0,59.0
brick,1,8.0,78.6,11.0,55.73385699999999,37.595698,29500000,2394.0,211.0
brick,6,12.0,78.0,14.0,55.742189,37.574992,46000000,2783.0,246.0
panel,3,17.0,79.4,10.0,55.773758,37.694917,23800000,5527.0,64.0
brick,6,7.0,78.0,10.0,55.78311899999999,37.594845,21250000,3681.0,339.0
panel,11,11.0,79.0,11.0,55.775479,37.698825,22000000,5832.0,64.0
monolithBrick,3,13.0,79.7,12.4,55.790246,37.632655,22500000,4369.0,14.0
monolithBrick,20,24.0,78.0,16.0,55.756401,37.53706500000001,28700000,4953.0,275.0
stalin,3,9.0,78.6,9.4,55.721006,37.584326,30000000,3990.0,209.0
monolith,19,21.0,79.1,15.0,55.761771,37.549184,45000000,4304.0,284.0
panel,6,17.0,80.0,13.0,55.74007099999999,37.683185,22000000,4454.0,108.0
panel,6,16.0,80.0,10.0,55.766709,37.55863400000001,24000000,3924.0,294.0
brick,9,12.0,78.8,12.0,55.779251,37.597962,26500000,3209.0,340.0
brick,6,9.0,80.0,8.0,55.717994,37.572369,27800000,4678.0,215.0
brick,8,8.0,80.9,8.0,55.745235,37.581721,22900000,2264.0,250.0
brick,4,10.0,82.4,8.8,55.739803,37.574426,25800000,2931.0,242.0
brick,3,26.0,80.7,8.8,55.769423,37.649292,26800000,2855.0,48.0
brick,3,5.0,82.0,13.5,55.741647,37.593318,64975000,1827.0,230.0
brick,1,6.0,82.0,8.0,55.779864,37.589626,23500000,3485.0,332.0
panel,2,13.0,81.0,7.0,55.733528,37.670995,15500000,4053.0,121.0
stalin,3,10.0,80.8,9.7,55.728626,37.678972,15500000,4768.0,123.0
panel,8,10.0,82.7,8.4,55.746507,37.675127,16800000,3791.0,100.0
brick,1,5.0,80.0,8.7,55.74878199999999,37.577561,18500000,2419.0,261.0
block,12,14.0,80.0,13.0,55.743512,37.685216,18500000,4478.0,102.0
panel,11,14.0,82.4,8.7,55.721265,37.623196,19990000,3477.0,172.0
monolithBrick,4,9.0,81.0,9.0,55.770618000000006,37.667716,20000000,3861.0,58.0
brick,8,9.0,82.7,12.0,55.76064100000001,37.658203,22770000,2835.0,71.0
brick,2,8.0,82.5,10.0,55.756462,37.56995300000001,26300000,2905.0,279.0
brick,5,8.0,81.0,10.0,55.723724,37.576151,27900000,4024.0,218.0
panel,5,5.0,82.0,10.0,55.72140200000001,37.604205,31000000,3503.0,192.0
monolith,6,8.0,81.0,17.4,55.778796,37.598825,39800000,3143.0,340.0
stalin,9,13.0,80.0,9.0,55.75896,37.609254,44200000,852.0,332.0
brick,1,5.0,80.7,9.3,55.72140200000001,37.604205,19500000,3503.0,192.0
monolith,6,23.0,84.0,14.0,55.752166,37.52629500000001,21300000,5608.0,270.0
brick,6,9.0,84.8,9.7,55.776046,37.711455,16900000,6577.0,66.0
brick,2,5.0,83.5,8.0,55.79099,37.594028,19500000,4526.0,343.0
brick,1,4.0,84.0,10.3,55.778365,37.609182,22000000,2941.0,352.0
brick,10,12.0,84.4,10.6,55.748665,37.57687,44000000,2464.0,261.0
brick,2,5.0,83.1,7.0,55.76319399999999,37.573142,19499000,2933.0,295.0
monolithBrick,16,16.0,83.0,9.5,55.776082,37.698699,21500000,5855.0,63.0
monolith,12,12.0,85.12,16.5,55.770811,37.591189,71000000,2577.0,324.0
brick,5,6.0,85.6,10.2,55.762763,37.595276,49500000,1735.0,313.0
brick,5,6.0,86.0,14.0,55.75626,37.634793,44000000,1287.0,69.0
brick,3,8.0,85.0,8.5,55.723521,37.58694000000001,39950000,3666.0,209.0
brick,2,8.0,86.0,9.0,55.772578,37.591027,29800000,2744.0,326.0
brick,2,3.0,85.7,7.7,55.741247,37.637425,23000000,1835.0,132.0
brick,5,7.0,86.0,11.0,55.783812,37.669989,16200000,4903.0,44.0
brick,6,7.0,86.1,11.2,55.789021,37.624885,19500000,4141.0,8.0
brick,5,6.0,86.2,8.0,55.759395,37.550863,20500000,4143.0,281.0
monolith,15,17.0,85.1,4.7,55.779575,37.70028,24790000,6127.0,60.0
stalin,3,6.0,85.5,6.0,55.774902,37.595258,24990000,2832.0,333.0
brick,9,10.0,85.0,11.4,55.749587,37.595339,36000000,1305.0,257.0
brick,7,11.0,87.7,8.0,55.720337,37.582421,36000000,4114.0,210.0
brick,5,7.0,85.0,13.1,55.732012,37.594054,38000000,2624.0,211.0
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000,2125.0,262.0
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000,2125.0,262.0
brick,1,14.0,89.0,9.6,55.782274,37.632457,18900000,3512.0,17.0
brick,2,5.0,89.0,7.0,55.757404,37.568641,19800000,3005.0,281.0
brick,1,8.0,88.8,4.9,55.76888100000001,37.653864,21000000,3036.0,52.0
stalin,2,5.0,88.5,11.0,55.754071,37.646013,29950000,1921.0,84.0
stalin,3,8.0,90.0,10.0,55.75849300000001,37.613198,80000000,717.0,348.0
stalin,3,10.0,89.9,12.8,55.74941,37.582125,22000000,2125.0,262.0
brick,3,10.0,90.0,10.0,55.764951,37.573582,23750000,2996.0,298.0
brick,3,5.0,90.0,12.0,55.735155000000006,37.589195,26000000,2520.0,221.0
monolith,6,16.0,90.0,7.4,55.740735,37.648088,27500000,2407.0,122.0
brick,3,4.0,90.0,10.0,55.756883,37.59595,37000000,1339.0,293.0
monolith,15,17.0,90.0,14.0,55.754735,37.546354,37500000,4357.0,274.0
monolith,3,3.0,89.0,10.0,55.74055799999999,37.640929,59000000,2052.0,129.0
monolith,3,13.0,93.0,18.0,55.760915,37.55020800000001,49000000,4219.0,283.0
monolith,12,23.0,90.0,15.0,55.75461800000001,37.524058,22700000,5754.0,273.0
brick,2,9.0,90.0,9.0,55.739493,37.647908,23500000,2474.0,125.0
brick,8,11.0,91.0,10.0,55.754801,37.58455,33000000,1971.0,278.0
brick,7,7.0,91.3,7.4,55.740472,37.584272,34000000,2361.0,236.0
panel,9,14.0,92.0,12.0,55.721001,37.615884,23500000,3474.0,180.0
brick,3,5.0,92.0,8.2,55.735941,37.588027,28849999,2505.0,224.0
brick,11,12.0,94.1,10.1,55.759593,37.653891,29800000,2541.0,71.0
brick,5,5.0,92.0,7.5,55.73947800000001,37.576717,34900000,2823.0,240.0
brick,5,7.0,90.0,9.0,55.732012,37.594054,47700000,2624.0,211.0
monolith,3,13.0,93.0,16.0,55.760915,37.55020800000001,49000000,4219.0,283.0
brick,3,13.0,93.0,15.2,55.760915,37.55020800000001,49000000,4219.0,283.0
monolith,3,21.0,93.0,15.0,55.760915,37.55020800000001,49000000,4219.0,283.0
monolithBrick,3,12.0,94.1,14.0,55.726583,37.572648,49900000,3926.0,223.0
monolith,8,23.0,96.0,10.0,55.75461800000001,37.524058,26700000,5754.0,273.0
brick,3,4.0,99.0,14.0,55.737497,37.629304,31000000,1849.0,152.0
monolith,3,3.0,97.6,10.0,55.746527,37.598007,24000000,1273.0,240.0
brick,2,8.0,96.5,16.8,55.772578,37.591027,32900000,2744.0,326.0
brick,3,13.0,100.0,14.0,55.774188,37.615363,33000000,2448.0,360.0
brick,3,13.0,100.0,12.0,55.774188,37.615363,33500000,2448.0,360.0
monolith,6,13.0,97.0,18.0,55.74076,37.581047,48500000,2516.0,240.0
brick,2,12.0,98.0,12.1,55.742189,37.574992,48550000,2783.0,246.0
brick,5,7.0,100.0,10.3,55.78566,37.630284,27500000,3838.0,14.0
brick,1,6.0,95.0,16.0,55.74179399999999,37.582538,30500000,2378.0,241.0
brick,5,5.0,99.9,9.8,55.77995,37.669549,18490000,4584.0,48.0
stalin,4,6.0,98.0,7.5,55.73321899999999,37.627786,27700000,2248.0,160.0
monolithBrick,2,7.0,97.0,18.0,55.775545,37.672118,30000000,4398.0,54.0
brick,5,7.0,100.0,10.3,55.78566,37.630284,29900000,3838.0,14.0
brick,5,9.0,98.0,20.0,55.73438,37.655823,31500000,3212.0,128.0
brick,2,6.0,95.0,18.0,55.748964,37.596435,35000000,1256.0,253.0
brick,11,11.0,95.0,11.0,55.75459300000001,37.56892,39316472,2943.0,275.0
brick,11,11.0,100.0,15.0,55.75459300000001,37.56892,39830000,2943.0,275.0
brick,2,8.0,100.0,7.0,55.75767800000001,37.606676,42900000,828.0,317.0
stalin,7,10.0,100.0,13.0,55.735616,37.630391,57000000,2067.0,153.0
monolith,4,12.0,104.7,6.0,55.726583,37.572648,55000000,3926.0,223.0
brick,2,6.0,102.6,8.4,55.765037,37.60779,50000000,1511.0,341.0
brick,3,6.0,110.0,8.8,55.765037,37.60779,62000000,1511.0,341.0
monolithBrick,5,11.0,112.0,16.0,55.730725,37.570968,78008874,3684.0,230.0
monolithBrick,5,9.0,100.0,11.0,55.76094499999999,37.656963,35000000,2773.0,69.0
brick,3,4.0,104.0,12.0,55.737684,37.650145,21000000,2705.0,127.0
stalin,2,6.0,100.0,9.0,55.75134,37.59171,28000000,1503.0,266.0
brick,4,8.0,100.9,6.3,55.77324100000001,37.603657,31250000,2460.0,342.0
brick,6,6.0,106.0,8.8,55.78773,37.64153,32500000,4278.0,22.0
brick,1,16.0,117.8,9.0,55.718633,37.576879,32900000,4459.0,213.0
brick,2,4.0,110.6,15.4,55.769646,37.639383,37900000,2450.0,37.0
stalin,11,12.0,100.0,11.0,55.75459300000001,37.56892,39316472,2943.0,275.0
monolith,6,7.0,116.0,16.0,55.730948,37.64401,53900000,2964.0,143.0
brick,3,3.0,109.0,7.7,55.74705400000001,37.598393,56500000,1223.0,242.0
monolith,3,7.0,112.0,15.0,55.72173100000001,37.572899,56000000,4325.0,218.0
brick,8,10.0,110.8,10.0,55.783357,37.599381,66750000,3615.0,344.0
brick,8,10.0,110.8,10.0,55.783357,37.599381,66750000,3615.0,344.0
monolith,5,12.0,107.0,12.9,55.726583,37.572648,71638517,3926.0,223.0
monolith,4,7.0,111.0,18.0,55.754198,37.598645,75000000,1088.0,282.0
monolithBrick,7,17.0,118.0,15.0,55.776664,37.588817,83000000,3201.0,328.0
monolith,6,7.0,126.0,14.9,55.72961,37.570474,87000000,3789.0,228.0
brick,7,9.0,123.0,11.0,55.769271,37.604996,60000000,2014.0,341.0
brick,9,12.0,122.0,16.0,55.736944,37.570483,56000000,3304.0,239.0
monolithBrick,6,8.0,122.3,12.8,55.778796,37.598825,98000000,3143.0,340.0
monolithBrick,7,9.0,123.0,11.0,55.769271,37.604996,60000000,2014.0,341.0
brick,4,6.0,120.0,15.0,55.736589,37.62999600000001,62407099,1959.0,153.0
brick,3,5.0,122.0,10.0,55.764587,37.66874,23800000,3610.0,67.0
brick,3,8.0,125.0,15.0,55.781813,37.634344,25300000,3501.0,20.0
monolithBrick,9,20.0,120.0,15.0,55.722162,37.61309,39000000,3348.0,183.0
brick,2,5.0,125.0,15.0,55.77180799999999,37.595779,48000000,2513.0,330.0
monolithBrick,2,6.0,124.0,15.0,55.741039,37.605409,49500000,1398.0,207.0
monolithBrick,3,12.0,121.0,9.0,55.768324,37.593354,66000000,2274.0,322.0
brick,4,4.0,150.0,10.4,55.764511,37.656937,31000000,2935.0,62.0
brick,1,5.0,14.9,2.0,55.801384,37.544324,2940000,7071.0,321.0
brick,1,8.0,21.0,5.0,55.803347,37.509307,4190000,8770.0,311.0
brick,2,9.0,21.0,3.5,55.794897,37.566117,5497000,5678.0,327.0
brick,8,9.0,28.0,6.5,55.845683,37.487622,6600000,13144.0,322.0
brick,5,5.0,27.0,6.0,55.876819,37.51679,5449000,15195.0,336.0
brick,5,5.0,25.5,6.0,55.876819,37.51679,5445000,15195.0,336.0
monolith,16,17.0,27.0,4.0,55.869117,37.473959,6900000,15758.0,326.0
brick,2,5.0,27.4,5.6,55.828228,37.492141,7500000,11473.0,318.0
panel,7,9.0,27.0,6.0,55.86844,37.568318,5100000,13277.0,347.0
brick,3,9.0,29.7,6.0,55.849034,37.476133,6650000,13883.0,321.0
brick,10,12.0,27.5,4.0,55.78846899999999,37.557565,6900000,5438.0,318.0
brick,8,8.0,29.9,6.3,55.872592,37.462433,5800000,16489.0,324.0
panel,9,9.0,32.0,6.0,55.868748,37.535475,6000000,13915.0,339.0
monolith,20,20.0,32.0,6.0,55.880945,37.54118,6750000,15074.0,342.0
monolith,2,15.0,31.7,6.0,55.789391,37.536823,9800000,6449.0,310.0
brick,2,8.0,31.3,7.0,55.844662,37.564464,5600000,10783.0,343.0
brick,3,5.0,30.3,6.0,55.87809100000001,37.519755,6050000,15250.0,337.0
block,5,5.0,31.0,6.0,55.804116,37.57239600000001,6500000,6384.0,335.0
brick,5,8.0,31.0,6.6,55.844662,37.564464,6590000,10783.0,343.0
brick,2,8.0,31.1,7.0,55.812772,37.571327,7300000,7294.0,338.0
brick,4,5.0,32.9,8.8,55.794603,37.509254,7500000,8175.0,305.0
panel,8,9.0,32.0,6.5,55.865823,37.559703000000006,6600000,13127.0,345.0
brick,4,5.0,30.0,6.0,55.781575,37.517967,7950000,6946.0,298.0
monolith,4,15.0,32.0,6.0,55.790787,37.523204,9990000,7217.0,307.0
panel,5,5.0,30.8,5.7,55.880258,37.523483,5900000,15383.0,338.0
panel,9,9.0,32.9,6.9,55.868986,37.567213,5900000,13352.0,347.0
panel,5,5.0,30.8,8.0,55.880258,37.523483,5900000,15383.0,338.0
panel,5,5.0,30.8,6.0,55.880258,37.523483,6000000,15383.0,338.0
panel,5,5.0,30.8,6.0,55.880258,37.523483,6000000,15383.0,338.0
panel,5,5.0,30.0,6.0,55.880258,37.523483,6000000,15383.0,338.0
panel,4,9.0,32.0,7.0,55.833587,37.571686,6499000,9471.0,343.0
brick,2,5.0,30.2,5.5,55.830316,37.492536,6500000,11629.0,319.0
brick,2,5.0,31.2,6.0,55.814482,37.562021,6800000,7706.0,334.0
monolith,16,17.0,30.0,12.0,55.869511,37.473554,7299000,15809.0,326.0
brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,7400000,4817.0,323.0
brick,9,9.0,32.0,7.0,55.797883,37.539509,8500000,6976.0,317.0
monolith,6,15.0,32.5,5.0,55.789391,37.536823,9500000,6449.0,310.0
brick,8,8.0,32.0,6.5,55.803884,37.533041,9600000,7743.0,318.0
brick,8,8.0,30.0,6.0,55.805381,37.527337,11000000,8108.0,317.0
panel,4,9.0,32.6,6.6,55.877198,37.536949,5400000,14765.0,341.0
panel,9,9.0,32.8,6.0,55.86446,37.507107,5850000,14230.0,332.0
panel,9,9.0,32.9,6.9,55.868986,37.567213,5950000,13352.0,347.0
panel,2,9.0,30.1,7.9,55.84356,37.572297,6300000,10528.0,345.0
block,5,9.0,32.6,5.5,55.843267,37.544117,6400000,11086.0,336.0
block,1,5.0,31.0,7.0,55.792766,37.571534,6590000,5296.0,329.0
brick,3,9.0,31.0,6.0,55.789062,37.572684,7190000,4909.0,327.0
block,2,9.0,32.0,7.0,55.83114499999999,37.571767,7200000,9210.0,343.0
brick,6,8.0,32.0,7.0,55.800231,37.572055,7200000,6005.0,333.0
brick,4,5.0,32.9,8.8,55.794603,37.509254,7500000,8175.0,305.0
brick,5,5.0,30.0,6.0,55.796653000000006,37.543282,7500000,6715.0,318.0
brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,7700000,4817.0,323.0
brick,2,4.0,32.0,7.0,55.775186,37.543515,8000000,5199.0,300.0
panel,5,5.0,30.8,6.0,55.880258,37.523483,5900000,15383.0,338.0
brick,7,9.0,30.3,6.0,55.79895,37.567671,7500000,6012.0,330.0
brick,2,5.0,30.1,5.3,55.810177,37.532924,7900000,8281.0,321.0
monolith,15,16.0,32.0,5.0,55.789391,37.536823,9000000,6449.0,310.0
brick,4,5.0,33.0,9.0,55.794603,37.509254,7500000,8175.0,305.0
panel,5,9.0,33.0,7.0,55.86575300000001,37.54188,6400000,13461.0,340.0
block,5,12.0,33.0,10.0,55.86305,37.514931,6950000,13862.0,333.0
panel,4,9.0,33.0,6.0,55.86040799999999,37.572378,5500000,12349.0,347.0
panel,6,9.0,33.0,6.0,55.870314,37.565398,5850000,13522.0,347.0
monolith,8,22.0,34.0,10.0,55.87816700000001,37.538242,6500000,14840.0,341.0
panel,5,12.0,33.0,10.0,55.86305,37.514931,6950000,13862.0,333.0
brick,2,9.0,33.9,6.4,55.857897,37.476016,7250000,14666.0,323.0
brick,9,9.0,34.0,9.0,55.833253000000006,37.490757,7500000,11948.0,319.0
monolithBrick,17,19.0,34.96,11.8,55.87816700000001,37.538242,7500000,14840.0,341.0
panel,7,9.0,33.0,6.0,55.862793,37.520195,5700000,13689.0,334.0
panel,6,9.0,33.0,6.0,55.86356,37.561455,5900000,12855.0,345.0
brick,9,9.0,33.0,8.0,55.895908,37.530283,6000000,16870.0,342.0
block,1,12.0,33.0,10.0,55.83736800000001,37.526447,6300000,11008.0,330.0
block,10,14.0,34.5,9.0,55.875092,37.491853000000006,6350000,15729.0,331.0
monolith,5,16.0,34.0,11.0,55.855957,37.56452700000001,7300000,11988.0,345.0
block,10,12.0,35.0,10.0,55.869885,37.485215,7300000,15444.0,328.0
stalin,2,4.0,33.0,8.0,55.801571,37.517464,8200000,8255.0,312.0
monolith,9,23.0,35.0,11.0,55.79705799999999,37.526825,11290000,7482.0,312.0
panel,6,9.0,33.0,7.0,55.844612,37.548339,7300000,11120.0,338.0
monolithBrick,5,22.0,37.5,9.7,55.86547,37.537649,8250000,13525.0,339.0
panel,8,25.0,37.0,11.0,55.94533199999999,37.34514,5850000,27375.0,322.0
panel,8,16.0,36.0,8.0,55.884797,37.490021,6000000,16731.0,332.0
block,5,12.0,35.0,10.0,55.87185899999999,37.538197,6550000,14179.0,340.0
brick,12,18.0,36.0,9.0,55.863469,37.559523,7600000,12878.0,344.0
panel,17,17.0,37.0,7.3,55.831908,37.50354,8340000,11321.0,322.0
brick,10,12.0,37.5,9.0,55.80031700000001,37.509676,10000000,8537.0,309.0
block,8,14.0,36.0,9.5,55.81823000000001,37.516584,8600000,9625.0,320.0
monolith,8,22.0,35.6,11.6,55.878889,37.538637,6900000,14908.0,341.0
panel,10,12.0,35.5,8.0,55.826918000000006,37.495312,7300000,11231.0,318.0
block,16,16.0,37.0,10.0,55.826084,37.524058,7700000,10032.0,325.0
block,8,9.0,36.9,6.0,55.840998,37.536634,9000000,11058.0,333.0
monolithBrick,10,10.0,35.5,10.5,55.87816700000001,37.538242,9900000,14840.0,341.0
panel,4,12.0,35.0,10.0,55.871597,37.511293,5750000,14815.0,334.0
panel,9,9.0,36.0,6.5,55.882586,37.555598,5890000,14996.0,346.0
panel,2,16.0,36.1,9.0,55.884797,37.490021,6300000,16731.0,332.0
panel,1,12.0,35.1,7.5,55.866788,37.468901,6500000,15728.0,324.0
panel,12,12.0,36.0,10.0,55.86460600000001,37.538539,6500000,13415.0,339.0
panel,7,9.0,36.6,6.0,55.876688,37.556846,6700000,14341.0,345.0
brick,1,5.0,36.4,9.0,55.810557,37.573043,6750000,7025.0,338.0
panel,12,16.0,37.0,8.0,55.883292,37.486535,6890000,16688.0,331.0
panel,2,19.0,36.0,9.0,55.86930400000001,37.479663,7000000,15577.0,327.0
monolith,17,19.0,35.0,12.0,55.87816700000001,37.538242,7500000,14840.0,341.0
brick,9,9.0,37.0,7.0,55.821937,37.57245,7700000,8223.0,341.0
panel,15,17.0,37.9,8.0,55.868435,37.485843,7900000,15286.0,328.0
brick,7,9.0,36.0,5.7,55.794801,37.56851500000001,8100000,5588.0,328.0
brick,2,9.0,36.0,9.0,55.788566,37.570743,8150000,4931.0,325.0
panel,11,17.0,35.5,9.0,55.857468,37.507574,8200000,13537.0,330.0
block,2,9.0,36.8,7.4,55.779747,37.52501,8399000,6461.0,298.0
brick,3,9.0,35.0,7.2,55.80529,37.508274,9000000,8961.0,311.0
block,2,9.0,35.0,10.0,55.776163,37.538817,9500000,5509.0,299.0
brick,3,8.0,36.0,8.0,55.79214399999999,37.566431,10300000,5413.0,325.0
panel,1,16.0,36.0,9.0,55.892254,37.56326,6000000,15935.0,348.0
panel,5,16.0,37.2,8.6,55.88514,37.490991,6750000,16736.0,332.0
block,1,12.0,36.0,8.0,55.82706,37.527876,6850000,9988.0,327.0
brick,3,6.0,38.0,9.0,55.781438,37.569962,15500000,4336.0,319.0
block,11,14.0,39.0,10.0,55.881066,37.564509,7777000,14701.0,347.0
panel,10,16.0,39.0,8.5,55.891466,37.5251,6550000,16511.0,340.0
brick,1,14.0,38.0,8.4,55.82768100000001,37.521255,6700000,10279.0,325.0
monolith,8,14.0,39.1,11.0,55.871673,37.556613,9300000,13806.0,345.0
